,id,title,type,release_year,runtime,genres,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
5441,tm211385,Drunk Wedding,MOVIE,2015,81,['comedy'],0.0,4.5,871.0,4.403,4.6
5442,ts41484,Falling Water,SHOW,2016,43,"['scifi', 'drama', 'thriller']",2.0,6.4,3322.0,13.863,6.3
5443,tm228658,The Odyssey,MOVIE,2016,122,"['drama', 'european', 'history', 'action']",0.0,6.6,5538.0,6.038,6.8
5444,tm228982,Despite the Falling Snow,MOVIE,2016,105,"['thriller', 'romance', 'drama']",0.0,5.8,3076.0,8.622,5.9
5445,tm226353,The Middle Distance,MOVIE,2015,80,"['drama', 'comedy', 'romance']",0.0,5.1,128.0,1.811,6.3
5446,tm266922,The Guv'nor,MOVIE,2016,85,['documentation'],0.0,6.9,1741.0,3.871,6.5
5447,ts43261,Catching Milat,SHOW,2015,64,['crime'],1.0,7.2,621.0,3.094,7.8
5448,tm244541,ISRA 88,MOVIE,2016,119,"['thriller', 'scifi', 'drama']",0.0,3.6,1672.0,4.347,4.9
5449,ts53579,Kamen Rider Amazons,SHOW,2016,32,"['action', 'scifi', 'drama', 'horror', 'thriller']",2.0,7.8,328.0,4.615,9.7
5450,tm207603,Microbe and Gasoline,MOVIE,2015,103,"['comedy', 'european', 'drama']",0.0,6.7,2806.0,6.049,6.2
5451,tm314058,Diverge,MOVIE,2016,85,"['thriller', 'drama', 'scifi']",0.0,4.6,799.0,3.365,5.2
5452,tm197083,Superfast!,MOVIE,2015,99,"['action', 'comedy']",0.0,4.0,9534.0,60.67,5.0
5453,tm215654,Dare to Be Wild,MOVIE,2015,100,"['drama', 'documentation', 'romance', 'european']",0.0,6.4,1478.0,3.519,6.3
5454,tm239740,Three,MOVIE,2016,88,"['thriller', 'action', 'crime']",0.0,5.9,1904.0,4.877,6.0
5455,tm222344,Oddball,MOVIE,2015,95,"['action', 'family']",0.0,6.4,2876.0,10.034,6.8
5456,tm238589,It Had to Be You,MOVIE,2016,85,"['comedy', 'romance', 'music']",0.0,5.5,1290.0,4.891,5.7
5457,ts42029,Crisis in Six Scenes,SHOW,2016,24,['comedy'],1.0,6.6,6232.0,8.924,6.6
5458,tm221988,Darling,MOVIE,2015,78,"['horror', 'thriller']",0.0,5.5,3074.0,8.584,5.6
5459,tm238685,Terrordactyl,MOVIE,2016,98,"['action', 'comedy', 'scifi', 'horror', 'thriller']",0.0,4.3,667.0,3.698,4.9
5460,tm317212,George Fest: A Night to Celebrate the Music of George Harrison,MOVIE,2016,75,"['music', 'documentation']",0.0,8.3,61.0,1.718,7.0
5461,tm195743,Ava's Possessions,MOVIE,2015,89,"['thriller', 'horror', 'scifi', 'comedy']",0.0,5.7,3081.0,11.001,5.7
5462,tm233656,The Final Master,MOVIE,2015,109,"['drama', 'comedy', 'action']",0.0,6.8,2447.0,8.673,6.8
5463,tm196882,A Girl Like Her,MOVIE,2015,91,['drama'],0.0,7.0,7017.0,5.538,7.2
5464,tm198002,Pound of Flesh,MOVIE,2015,104,"['action', 'thriller']",0.0,5.1,6491.0,30.249,5.7
5465,tm202621,SPL II: A Time for Consequences,MOVIE,2015,120,"['thriller', 'action', 'crime']",0.0,6.7,6653.0,9.265,6.8
5466,tm137421,Creative Control,MOVIE,2016,97,"['drama', 'scifi']",0.0,5.4,2198.0,5.706,5.3
5467,tm200520,Tab Hunter Confidential,MOVIE,2015,90,['documentation'],0.0,7.6,3505.0,6.833,7.5
5468,ts43485,Himouto! Umaru-chan,SHOW,2015,24,"['comedy', 'animation']",2.0,7.1,1472.0,23.452,8.3
5469,tm141755,Chloe and Theo,MOVIE,2015,81,"['drama', 'comedy']",0.0,5.8,1675.0,5.945,6.1
5470,tm200466,7 Chinese Brothers,MOVIE,2015,75,['comedy'],0.0,5.6,1530.0,3.82,5.3
5471,tm241252,Waffle Street,MOVIE,2015,86,"['comedy', 'drama']",0.0,6.2,5094.0,5.446,6.1
5472,ts70521,Nature Cat,SHOW,2015,19,"['action', 'comedy', 'family', 'animation']",10.0,7.2,352.0,3.67,4.5
5473,tm200570,The Benefactor,MOVIE,2015,90,['drama'],0.0,5.1,4854.0,8.689,4.9
5474,ts309603,The Oddbods Show,SHOW,2016,25,"['animation', 'comedy', 'family', 'european']",1.0,6.4,277.0,1.96,
5475,tm242064,Scare Campaign,MOVIE,2016,76,['horror'],0.0,5.8,3475.0,7.844,5.9
5476,ts56876,WellieWishers,SHOW,2016,10,"['animation', 'comedy']",3.0,7.2,31.0,0.6,
5477,tm233514,Gleason,MOVIE,2016,110,['documentation'],0.0,8.3,2879.0,3.749,8.3
5478,tm271422,Baked in Brooklyn,MOVIE,2016,86,"['romance', 'comedy', 'drama', 'crime']",0.0,5.4,3372.0,7.238,5.2
5479,tm227452,A Date with Miss Fortune,MOVIE,2015,97,"['romance', 'comedy']",0.0,5.2,1013.0,5.958,5.5
5480,tm246227,Virtual Revolution,MOVIE,2016,92,"['scifi', 'thriller', 'action', 'crime']",0.0,5.0,1764.0,7.186,5.0
5481,tm272188,Accidentally Engaged,MOVIE,2016,86,"['comedy', 'romance']",0.0,5.8,2241.0,10.425,6.4
5482,tm244389,Ice Guardians,MOVIE,2016,108,"['documentation', 'sport']",0.0,7.4,1681.0,4.475,7.2
5483,ts103173,Barbie Vlogger,SHOW,2015,2,['animation'],4.0,7.4,19.0,,
5484,tm244644,Transpecos,MOVIE,2016,86,['thriller'],0.0,5.8,2747.0,4.459,5.8
5485,tm229381,American Hero,MOVIE,2015,86,"['scifi', 'music', 'action', 'comedy', 'drama']",0.0,5.0,4163.0,6.786,5.6
5486,tm200465,Moonwalkers,MOVIE,2015,107,"['comedy', 'european', 'documentation', 'action']",0.0,6.1,9167.0,9.917,6.2
5487,tm240648,Serena,MOVIE,2016,90,"['documentation', 'sport']",0.0,6.7,281.0,2.089,7.1
5488,tm227540,Path,MOVIE,2015,85,"['horror', 'thriller', 'action', 'drama']",0.0,3.7,658.0,3.276,4.4
5489,tm145634,Plague,MOVIE,2015,86,"['horror', 'drama', 'scifi']",0.0,5.0,3718.0,3.256,4.6
5490,tm226989,Rammstein in Amerika,MOVIE,2015,143,"['documentation', 'music', 'european']",0.0,8.2,1318.0,5.632,8.3
5491,tm205298,The White Knights,MOVIE,2016,112,"['drama', 'european']",0.0,6.1,599.0,3.063,5.5
5492,tm338893,2149: The Aftermath,MOVIE,2016,94,['scifi'],0.0,5.2,1237.0,6.464,6.6
5493,tm235814,The Ultimate Legacy,MOVIE,2015,90,"['comedy', 'drama', 'family']",0.0,5.8,668.0,5.318,5.3
5494,tm315736,Mully,MOVIE,2015,81,"['drama', 'family', 'documentation']",0.0,8.2,352.0,3.09,6.8
5495,ts82351,Tokyo Girl,SHOW,2016,22,['drama'],1.0,8.0,678.0,4.054,8.0
5496,tm439890,Diani and Devine Meet the Apocalypse,MOVIE,2016,90,['comedy'],0.0,6.4,553.0,2.644,6.4
5497,tm239682,Zoombies,MOVIE,2016,90,"['scifi', 'horror', 'thriller', 'action', 'comedy']",0.0,3.3,2647.0,10.253,5.1
5498,tm142418,Johnny Frank Garrett's Last Word,MOVIE,2016,95,"['horror', 'drama', 'thriller', 'crime']",0.0,5.0,1297.0,6.126,4.6
5499,tm224448,Camino,MOVIE,2016,103,"['thriller', 'action']",0.0,4.9,1050.0,4.34,4.8
5500,tm253084,The Perfect Weapon,MOVIE,2016,88,"['scifi', 'thriller', 'drama', 'action', 'european']",0.0,2.9,1994.0,8.69,3.9
5501,tm203058,Bleeding Heart,MOVIE,2015,80,"['thriller', 'drama']",0.0,5.1,2107.0,7.034,5.0
5502,tm239646,All We Had,MOVIE,2016,105,['drama'],0.0,5.9,2235.0,5.685,5.5
5503,tm271357,Naples '44,MOVIE,2016,85,"['drama', 'war', 'documentation', 'european']",0.0,6.7,186.0,1.321,5.5
5504,tm196843,Close Range,MOVIE,2015,90,"['crime', 'action', 'thriller']",0.0,5.0,5118.0,10.63,6.4
5505,tm147658,Dior and I,MOVIE,2015,90,"['documentation', 'european']",0.0,7.2,3796.0,10.234,7.3
5506,tm941101,Seven,MOVIE,2016,43,"['horror', 'animation']",0.0,3.1,,0.6,
5507,ts56124,An American Girl Story,SHOW,2016,47,['family'],3.0,7.6,,0.6,10.0
5509,tm244602,High Strung,MOVIE,2016,96,"['music', 'romance', 'drama', 'european']",0.0,6.3,9134.0,11.956,7.1
5510,tm408122,All at Once,MOVIE,2016,112,['drama'],0.0,5.9,371.0,3.643,5.3
5511,tm205374,Band of Robbers,MOVIE,2016,95,"['thriller', 'comedy', 'crime']",0.0,6.0,4251.0,7.337,6.1
5513,tm232985,Sophie and the Rising Sun,MOVIE,2016,116,['drama'],0.0,6.6,1295.0,5.006,6.7
5514,ts41322,Sigmund and the Sea Monsters,SHOW,2016,22,"['comedy', 'family']",1.0,6.8,165.0,1.03,10.0
5515,tm143986,The Legend of Barney Thomson,MOVIE,2015,96,"['drama', 'comedy', 'crime']",0.0,6.3,5848.0,9.358,6.1
5516,tm267068,Louise by the Shore,MOVIE,2016,75,"['animation', 'drama', 'european']",0.0,7.1,1041.0,3.665,6.9
5517,tm233344,Kapoor & Sons,MOVIE,2016,132,"['romance', 'comedy', 'drama', 'family']",0.0,7.7,25792.0,9.091,7.0
5518,tm312351,96 Souls,MOVIE,2016,112,"['scifi', 'thriller', 'drama']",0.0,6.7,3006.0,3.596,5.0
5519,tm247679,Dudes & Dragons,MOVIE,2015,114,"['fantasy', 'comedy', 'action']",0.0,4.8,1092.0,3.656,4.3
5520,tm195224,Shangri-La Suite,MOVIE,2016,90,"['drama', 'romance', 'action', 'crime']",0.0,5.1,841.0,8.324,5.7
5521,ts41283,StarTalk with Neil deGrasse Tyson,SHOW,2015,44,[],5.0,7.8,736.0,6.182,7.2
5522,tm226249,Akron,MOVIE,2015,88,"['drama', 'romance']",0.0,6.6,2544.0,9.317,7.4
5523,tm244122,Who Gets the Dog?,MOVIE,2016,95,"['romance', 'comedy']",0.0,4.9,1428.0,4.602,5.3
5524,tm234375,A Frosty Affair,MOVIE,2015,90,"['romance', 'comedy']",0.0,5.8,1835.0,5.65,5.3
5525,ts41261,The Great Passage,SHOW,2016,22,"['drama', 'animation', 'romance']",1.0,7.4,416.0,9.547,7.4
5526,tm310775,Her Last Will,MOVIE,2016,91,['thriller'],0.0,5.9,171.0,3.106,7.3
5527,tm205479,Prescription Thugs,MOVIE,2016,86,['documentation'],0.0,6.9,2127.0,5.065,6.3
5528,ts37743,The Kennedys,SHOW,2015,27,"['comedy', 'european']",1.0,7.2,669.0,2.299,5.3
5529,tm323616,The Visit,MOVIE,2015,130,"['comedy', 'romance', 'thriller']",0.0,,,1.048,6.0
5530,tm343592,Love Everlasting,MOVIE,2016,92,"['drama', 'romance']",0.0,6.1,860.0,8.672,7.5
5531,tm241259,Swallows and Amazons,MOVIE,2016,97,"['family', 'action', 'drama', 'war']",0.0,6.1,3163.0,8.703,6.5
5532,tm202954,Big Sky,MOVIE,2015,95,"['thriller', 'drama']",0.0,4.3,1546.0,6.639,4.2
5533,tm246969,Steve-O: Guilty as Charged,MOVIE,2016,50,['comedy'],0.0,6.1,399.0,2.217,6.6
5534,tm201365,Brothers,MOVIE,2015,156,"['drama', 'action', 'sport']",0.0,6.4,12886.0,4.823,6.6
5535,tm239655,Nerdland,MOVIE,2016,83,"['comedy', 'animation']",0.0,5.3,1058.0,5.23,5.6
5536,tm244713,Arbor Demon,MOVIE,2016,100,"['horror', 'thriller', 'drama', 'documentation']",0.0,4.1,1491.0,5.213,4.5
5537,tm211670,Teacher of the Year,MOVIE,2015,82,"['comedy', 'drama']",0.0,5.3,1320.0,6.336,5.5
5538,ts55121,The Kicks,SHOW,2016,25,"['family', 'sport', 'comedy']",1.0,7.0,709.0,3.676,7.6
5539,tm139862,My Favorite Five,MOVIE,2015,90,"['romance', 'comedy']",0.0,5.3,293.0,2.982,7.6
5540,tm227893,Barista,MOVIE,2015,103,['documentation'],0.0,6.3,375.0,1.412,5.6
5541,tm144913,Wildlike,MOVIE,2015,104,"['thriller', 'drama']",0.0,6.6,5061.0,6.484,6.3
5542,tm349832,American Experience: Tesla,MOVIE,2016,54,"['history', 'documentation', 'thriller']",0.0,,,5.51,7.1
5543,tm233522,Author: The JT LeRoy Story,MOVIE,2016,110,['documentation'],0.0,7.1,1182.0,2.792,6.5
5544,ts38810,All or Nothing,SHOW,2016,46,"['documentation', 'sport', 'reality', 'drama']",5.0,7.7,799.0,6.231,7.6
5545,tm244623,In the Name of Ben-Hur,MOVIE,2016,90,['action'],0.0,2.7,815.0,4.488,3.9
5546,tm222490,Abandoned,MOVIE,2015,86,['thriller'],0.0,,,7.784,5.9
5547,tm233645,Stalked by My Doctor,MOVIE,2015,90,['thriller'],0.0,5.5,1573.0,10.088,5.7
5548,tm354832,A Haunting on Dice Road: The Hell House,MOVIE,2016,84,"['horror', 'documentation']",0.0,5.7,444.0,3.976,5.9
5549,tm206403,Silverhide,MOVIE,2015,79,"['horror', 'thriller']",0.0,2.4,177.0,1.926,2.3
5550,tm237035,Alienate,MOVIE,2016,90,"['horror', 'drama', 'scifi', 'thriller']",0.0,2.7,825.0,4.174,4.1
5551,tm243264,Hotel Coolgardie,MOVIE,2016,84,['documentation'],0.0,6.8,764.0,2.498,7.5
5552,tm242941,A Mother's Revenge,MOVIE,2016,85,"['drama', 'thriller', 'action']",0.0,4.6,400.0,3.357,5.5
5553,tm200517,Babysitter,MOVIE,2015,80,['comedy'],0.0,5.7,138.0,2.148,6.4
5555,tm234240,You Cast A Spell On Me,MOVIE,2015,85,"['romance', 'comedy', 'fantasy']",0.0,6.3,1077.0,5.763,6.8
5556,ts38788,Battery,SHOW,2016,22,"['drama', 'sport', 'animation']",1.0,5.9,92.0,7.752,6.0
5557,tm161463,Field of Lost Shoes,MOVIE,2015,96,"['drama', 'war', 'action']",0.0,5.7,1805.0,5.782,6.5
5558,tm404265,The Book of Fire,MOVIE,2015,90,"['horror', 'action']",0.0,4.4,390.0,7.299,5.1
5559,tm200551,Wild Horses,MOVIE,2015,100,"['thriller', 'crime', 'drama', 'western']",0.0,4.8,3563.0,7.822,4.9
5560,ts31593,Pororo the Little Penguin,SHOW,2016,8,"['scifi', 'animation', 'family']",6.0,6.3,88.0,5.458,5.0
5561,ts38740,The New Yorker Presents,SHOW,2016,30,['documentation'],1.0,6.6,428.0,3.196,7.8
5562,tm208734,Last Cab to Darwin,MOVIE,2015,124,"['comedy', 'drama', 'romance']",0.0,7.2,3741.0,4.962,6.9
5563,tm468014,To Whom It May Concern,MOVIE,2015,97,"['drama', 'romance']",0.0,6.4,261.0,2.128,6.3
5564,tm221588,A Box of Faith,MOVIE,2015,90,['family'],0.0,6.0,282.0,0.722,5.0
5565,tm205224,Jackrabbit,MOVIE,2015,101,"['thriller', 'scifi', 'drama']",0.0,4.5,447.0,3.353,4.3
5566,tm244727,Jack Goes Home,MOVIE,2016,100,"['thriller', 'horror', 'drama']",0.0,5.1,2330.0,8.803,5.1
5567,tm488901,Christmas Cartoons: 14 Christmas Cartoon Classics - 2 Hours of Holiday Favorites,MOVIE,2016,119,"['animation', 'family']",0.0,6.4,20.0,,
5568,ts75732,Owlegories,SHOW,2015,15,['animation'],5.0,8.9,31.0,0.601,
5569,tm325190,Max Steel Team Turbo: Fusion Tek,MOVIE,2016,55,"['scifi', 'animation']",0.0,7.4,58.0,5.261,7.2
5570,tm239305,Jean of the Joneses,MOVIE,2016,88,"['romance', 'comedy']",0.0,6.4,409.0,3.146,6.6
5571,tm207517,Cowboys vs. Dinosaurs,MOVIE,2015,89,"['scifi', 'comedy', 'action', 'horror', 'thriller', 'western']",0.0,2.7,1462.0,5.827,4.5
5572,tm350159,Couple Of Days,MOVIE,2016,103,['drama'],0.0,6.4,21.0,0.919,4.0
5573,tm237009,The Division: Agent Origins,MOVIE,2016,31,['thriller'],0.0,,,5.501,7.0
5574,ts10793,The Force,SHOW,2015,45,['documentation'],6.0,6.6,15.0,0.6,
5575,tm241343,Gary Numan: Android In La La Land,MOVIE,2016,85,"['documentation', 'music', 'romance']",0.0,6.9,211.0,2.765,7.1
5577,ts55428,"The Long, Long Holiday",SHOW,2015,26,"['drama', 'family', 'war', 'animation', 'european']",1.0,8.9,428.0,7.21,8.2
5578,tm211344,The Worst Year of My Life,MOVIE,2015,81,"['comedy', 'drama']",0.0,5.0,175.0,1.414,8.3
5579,tm214799,The Unfolding,MOVIE,2016,90,"['thriller', 'horror']",0.0,3.7,847.0,2.342,3.3
5580,tm142277,The Clearstream Affair,MOVIE,2015,106,"['thriller', 'european']",0.0,6.6,913.0,4.906,6.2
5581,tm456764,Lost Creek,MOVIE,2016,92,"['fantasy', 'horror', 'thriller', 'crime', 'drama']",0.0,4.8,7.0,0.6,4.3
5582,tm246791,Prisoner X,MOVIE,2016,90,"['thriller', 'scifi']",0.0,5.1,849.0,18.029,5.4
5583,tm246704,Aida's Secrets,MOVIE,2016,95,"['documentation', 'european']",0.0,7.2,220.0,2.235,7.4
5584,tm233413,Complete Unknown,MOVIE,2016,90,"['thriller', 'drama']",0.0,5.3,6116.0,8.535,5.2
5585,tm406164,Altered Hours,MOVIE,2016,101,"['thriller', 'scifi']",0.0,4.7,493.0,3.186,5.4
5586,ts35966,Lost in Oz,SHOW,2015,23,"['scifi', 'animation', 'family', 'fantasy', 'european']",2.0,7.5,538.0,7.065,7.8
5587,tm196886,Dum Laga Ke Haisha,MOVIE,2015,111,"['romance', 'comedy', 'drama']",0.0,7.5,19618.0,7.55,7.2
5588,tm251169,Chalk It Up,MOVIE,2016,90,['comedy'],0.0,4.5,1258.0,9.526,5.3
5589,ts7730,Car Crash TV,SHOW,2015,22,"['reality', 'documentation', 'comedy']",5.0,6.1,58.0,1.163,
5590,tm142287,Lady Bloodfight,MOVIE,2016,97,"['thriller', 'crime', 'drama', 'action']",0.0,5.6,2882.0,17.599,6.6
5591,tm266840,Operation Mekong,MOVIE,2016,123,"['crime', 'action', 'drama', 'history', 'thriller']",0.0,6.5,4676.0,33.377,7.0
5592,tm172626,The Bronx Bull,MOVIE,2016,94,"['drama', 'sport']",0.0,4.8,617.0,3.731,5.1
5593,tm245633,Sensitivity Training,MOVIE,2016,87,['comedy'],0.0,6.6,372.0,1.437,5.3
5594,tm235810,We Are X,MOVIE,2016,92,"['documentation', 'music']",0.0,7.6,951.0,5.336,7.4
5595,tm247113,APEX: The Story of the Hypercar,MOVIE,2016,85,['documentation'],0.0,7.3,1716.0,4.88,6.7
5596,tm244719,I Am Not Madame Bovary,MOVIE,2016,128,"['drama', 'comedy']",0.0,6.9,2211.0,9.243,6.7
5597,ts76200,Dominion Creek,SHOW,2015,52,"['action', 'drama', 'western', 'european']",2.0,6.2,168.0,1.726,5.5
5598,tm226886,Caught,MOVIE,2015,82,"['thriller', 'crime', 'drama']",0.0,4.8,853.0,4.629,6.1
5599,tm274820,Tom Papa: Human Mule,MOVIE,2016,60,['comedy'],0.0,7.2,187.0,1.982,6.3
5600,tm287416,Joey Coco Diaz: Sociably UnAcceptable,MOVIE,2016,58,['comedy'],0.0,6.5,279.0,1.799,6.8
5601,tm245986,Sheep & Wolves,MOVIE,2016,85,"['fantasy', 'family', 'animation', 'comedy']",0.0,5.8,3173.0,9.087,6.1
5602,ts55062,Kuntergrau,SHOW,2015,20,['drama'],3.0,6.8,220.0,2.322,5.2
5603,tm214671,Never Let Go,MOVIE,2015,93,"['thriller', 'action', 'drama']",0.0,5.3,854.0,3.402,5.7
5604,tm452099,The First American,MOVIE,2016,95,"['history', 'documentation']",0.0,7.2,157.0,0.687,7.3
5605,tm244846,Amateur Night,MOVIE,2016,92,['comedy'],0.0,5.1,5544.0,18.824,5.5
5606,tm233059,The Wrong Car,MOVIE,2016,84,"['thriller', 'comedy', 'drama']",0.0,5.8,6.0,6.808,5.7
5607,tm240716,They Call Us Monsters,MOVIE,2016,82,['documentation'],0.0,7.0,625.0,3.231,6.8
5608,tm208584,Road to Berlin,MOVIE,2015,82,"['drama', 'war']",0.0,6.5,746.0,6.683,6.8
5609,tm225675,Jeff Dunham: Unhinged in Hollywood,MOVIE,2015,60,['comedy'],0.0,6.7,713.0,3.278,6.2
5610,tm139659,Fresh Dressed,MOVIE,2015,90,"['history', 'music', 'documentation', 'european']",0.0,6.5,926.0,3.747,6.3
5611,ts11336,Critical,SHOW,2015,48,"['drama', 'documentation', 'european']",1.0,7.4,936.0,8.102,7.3
5612,tm210943,All I Need,MOVIE,2016,85,"['thriller', 'horror']",0.0,4.2,1258.0,5.098,4.4
5613,ts79160,The Stanley Dynamic,SHOW,2015,21,['comedy'],2.0,4.3,189.0,1.909,9.0
5614,tm135340,Beyond the Mask,MOVIE,2015,103,"['drama', 'action', 'romance']",0.0,5.1,3411.0,6.265,5.5
5615,tm220473,Colin Quinn: Unconstitutional,MOVIE,2015,55,['comedy'],0.0,7.0,465.0,1.542,6.9
5616,tm146583,Sold,MOVIE,2016,97,['drama'],0.0,6.8,1854.0,6.427,6.7
5617,tm242323,In-Lawfully Yours,MOVIE,2016,85,"['romance', 'comedy']",0.0,5.9,1863.0,5.297,6.2
5618,tm136505,Bad Asses on the Bayou,MOVIE,2015,85,"['action', 'drama', 'comedy']",0.0,5.3,2136.0,8.651,6.2
5619,tm228866,Black Road,MOVIE,2015,80,"['scifi', 'thriller']",0.0,4.0,575.0,3.828,4.3
5620,tm1099355,Rifftrax: Astro-Zombies,MOVIE,2016,92,[],0.0,5.4,,,
5621,tm246823,God's Compass,MOVIE,2016,103,['drama'],0.0,6.0,280.0,1.173,8.2
5622,tm210890,Larry Gaye: Renegade Male Flight Attendant,MOVIE,2015,99,"['comedy', 'drama', 'fantasy', 'romance']",0.0,4.5,1421.0,5.393,4.7
5623,ts43534,Vietnam: 50 Years Remembered,SHOW,2015,51,"['war', 'documentation', 'history']",1.0,6.1,32.0,1.704,7.3
5624,tm233410,Shivaay,MOVIE,2016,153,"['thriller', 'action', 'drama']",0.0,6.4,10396.0,3.5,5.7
5625,tm244387,The Curse of Robert the Doll,MOVIE,2016,79,['horror'],0.0,3.5,779.0,9.302,3.5
5626,tm331200,Lovesick,MOVIE,2016,93,"['romance', 'drama']",0.0,4.8,261.0,2.537,4.9
5627,tm240064,Milton's Secret,MOVIE,2016,88,"['drama', 'family']",0.0,5.9,640.0,5.21,5.6
5628,tm241281,Bakery in Brooklyn,MOVIE,2016,101,"['romance', 'comedy', 'european']",0.0,4.6,1662.0,13.025,5.3
5629,tm223134,Irudhi Suttru,MOVIE,2016,109,"['drama', 'action', 'sport']",0.0,7.6,11991.0,5.523,7.4
5630,tm244823,The Wasted Times,MOVIE,2016,125,['drama'],0.0,6.9,1621.0,4.163,6.9
5631,tm247778,Mourning Son,MOVIE,2015,107,"['documentation', 'crime', 'drama']",0.0,7.7,271.0,2.628,6.5
5632,tm244401,Finding Altamira,MOVIE,2016,97,"['drama', 'history', 'european']",0.0,6.0,2753.0,7.513,5.7
5633,tm586405,Forgiven,MOVIE,2016,79,"['thriller', 'drama', 'family']",0.0,3.8,137.0,,
5634,tm248956,Life in Color,MOVIE,2015,86,"['drama', 'romance', 'comedy']",0.0,6.5,1264.0,0.6,6.1
5635,tm422931,Face of Evil,MOVIE,2016,90,"['thriller', 'horror']",0.0,2.8,207.0,2.778,5.0
5636,tm203007,Shark Killer,MOVIE,2015,88,"['thriller', 'horror', 'action']",0.0,4.1,593.0,5.848,5.1
5637,tm339348,Dead Bullet,MOVIE,2016,89,"['thriller', 'crime', 'drama']",0.0,5.3,166.0,0.954,6.5
5638,tm211559,Two Friends,MOVIE,2015,100,"['drama', 'comedy', 'european', 'romance']",0.0,4.8,8.0,5.155,5.9
5639,tm245247,Downhill,MOVIE,2016,82,"['horror', 'thriller', 'action', 'sport']",0.0,3.4,678.0,9.613,3.7
5640,tm240883,Hidden Truth,MOVIE,2016,90,"['thriller', 'drama']",0.0,5.8,8.0,3.564,5.5
5641,tm231895,Billions in Change,MOVIE,2015,43,['documentation'],0.0,8.1,394.0,2.029,8.4
5642,tm228906,Margaret Cho: PsyCHO,MOVIE,2015,81,"['comedy', 'documentation']",0.0,6.2,350.0,2.906,6.3
5643,tm564592,Boston2Philly,MOVIE,2016,102,"['drama', 'romance']",0.0,8.2,49.0,0.603,
5644,tm211595,Once I Was a Beehive,MOVIE,2015,119,"['comedy', 'drama', 'family']",0.0,6.3,1244.0,5.514,6.3
5645,tm311329,Lift,MOVIE,2016,76,"['drama', 'comedy']",0.0,7.6,62.0,1.354,
5646,ts66587,Regal Academy,SHOW,2016,23,"['animation', 'action', 'comedy', 'family', 'fantasy']",3.0,5.8,241.0,7.393,8.4
5647,tm233955,Secrets of the Mona Lisa,MOVIE,2015,59,['documentation'],0.0,7.1,95.0,2.881,6.0
5648,tm195409,The Gigolo,MOVIE,2015,97,"['drama', 'comedy', 'romance']",0.0,4.5,492.0,8.326,4.5
5649,tm1182239,Everyday Miracles,MOVIE,2015,93,['drama'],0.0,6.0,272.0,0.626,4.0
5650,tm344402,The Future of Work and Death,MOVIE,2016,88,['documentation'],0.0,6.9,201.0,2.843,6.8
5651,tm233279,NWA & Eazy-E: The Kings of Compton,MOVIE,2016,80,"['documentation', 'music', 'history']",0.0,6.2,140.0,6.02,7.4
5652,tm248047,The Last Case of August T. Harrison,MOVIE,2016,66,"['scifi', 'thriller', 'drama', 'horror']",0.0,5.3,164.0,1.778,
5653,tm247656,Numb,MOVIE,2015,98,['thriller'],0.0,5.5,2927.0,8.259,5.5
5654,tm244472,Devi(L),MOVIE,2016,125,"['horror', 'drama', 'comedy']",0.0,4.8,78.0,3.607,5.8
5655,tm247276,Wildflower,MOVIE,2016,92,"['thriller', 'drama']",0.0,5.2,958.0,37.747,5.3
5656,tm247672,Consumed,MOVIE,2015,97,"['thriller', 'animation', 'documentation', 'drama']",0.0,5.6,1679.0,6.719,5.6
5657,ts39070,Little Charmers,SHOW,2015,23,"['comedy', 'family', 'fantasy', 'animation']",2.0,5.5,134.0,2.471,6.0
5658,tm244055,Doug Stanhope: No Place Like Home,MOVIE,2016,71,['comedy'],0.0,7.3,661.0,2.163,6.0
5659,tm140166,Rudhramadevi,MOVIE,2015,165,"['history', 'action', 'drama', 'war']",0.0,5.8,3060.0,3.404,5.3
5660,tm310461,Monochrome,MOVIE,2016,113,"['thriller', 'drama']",0.0,4.9,166.0,3.273,5.0
5661,tm205319,Bravetown,MOVIE,2015,112,"['drama', 'music']",0.0,6.2,4045.0,6.904,6.8
5662,tm266752,Somnus,MOVIE,2016,83,"['thriller', 'scifi']",0.0,2.9,412.0,3.324,4.3
5663,tm310719,New Life,MOVIE,2016,90,"['drama', 'documentation', 'war', 'romance']",0.0,6.7,6.0,5.694,6.9
5664,tm215678,Lisa Lampanelli: Back to the Drawing Board,MOVIE,2015,60,"['comedy', 'documentation']",0.0,6.1,106.0,1.917,5.1
5665,tm372997,Sheborg Massacre,MOVIE,2016,90,"['scifi', 'horror', 'thriller', 'action', 'comedy']",0.0,3.9,265.0,2.723,3.8
5666,tm452909,Alternate Universe: A Rescue Mission,MOVIE,2016,84,"['family', 'scifi']",0.0,5.5,44.0,0.6,
5667,tm299963,What Was Ours,MOVIE,2016,79,"['documentation', 'history', 'war', 'western']",0.0,8.0,47.0,0.847,
5668,tm213755,No Way Jose,MOVIE,2015,98,['comedy'],0.0,4.5,734.0,6.915,4.8
5669,tm288860,Best and Most Beautiful Things,MOVIE,2016,90,['documentation'],0.0,6.3,173.0,3.168,5.8
5670,ts95803,Gecko's Garage,SHOW,2015,7,"['animation', 'family']",3.0,6.8,16.0,0.6,5.0
5671,tm310355,Ear Buds: The Podcasting Documentary,MOVIE,2016,106,['documentation'],0.0,6.5,131.0,1.338,8.0
